,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
719,64e7a7aabca2b71c4cd795ad,64e75870bca2b71c4cd794bf,Hyraj FC,Sheriff Fatai,Under 21,Nigeria,5,,150.0,,,166.0,0.8,,,,0.9036144578313253,,,,,2.2744224899598393,75.22388059701493,"Left Back,Center Back,Central Midfielder",71.0,10.0,4.0,1.0,6.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,5.0,0.0,10.0,2.0,2.0,6.0,5.0,0.0,14.2,0.6,1.2,0.0,0.8,0.2,0.6,1.0,0.5,1.0,0.16666666666666666,1.0,0.0,84.77611940298507,81.49253731343283,22.686567164179106,56.56716417910448,75.22388059701493,86.56716417910447,44.17910447761194,67.76119402985074,77.61194029850746,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,65a45972b009e849137a196d,65a4555e355af67e0d5821ad,Chosen Generation FC,Sherrif Popoola,-,Nigeria,1,5.0,19.0,0.0,2.0,24.0,1.0,5.0,0.0,2.0,0.7916666666666666,98.96193771626297,26.124567474048444,65.7439446366782,58.42105263157895,0.07916666666666661,14.035087719298245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,63f9d7cb0813168c5fa6c734,63e3c2bc1406209aba008dce,Reality FA,Sherrif Sulaimon,First Team,Nigeria,1,,,,,,1.0,,,,,,,,,0.18,43.609022556390975,"Supporting Striker,Center Forward",,,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.15037593984962,94.4360902255639,38.27067669172932
2360,664751ce04627242c5d353d7,6626fcf9a629e9d9eb580f7b,First Bank FC,Sherriff Adeniyi,Under 23,Nigeria,1,,4.0,,,4.0,0.9,,,,1.0,,,,,0.297,14.919354838709678,Central Midfielder,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.55645161290323,15.020161290322582,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
2751,66d83cc561970c0178238afc,66cf7dd32398c99c1709d003,Super Accurate Football Academy,Shittu Badiru,Under 17,Nigeria,2,,14.0,,,22.0,0.6,,,,0.6363636363636364,,,,,0.3196363636363636,15.733333333333333,"Attacking Midfielder,Left Winger,Central Midfielder,Right Winger",4.0,1.0,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,2.0,0.0,,,1.5,,,0.5,1.0,0.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,20.133333333333333,22.666666666666664,29.86666666666667,27.866666666666667,44.266666666666666,92.26666666666667,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
2333,65b4f70064f3999291a9135c,662ffd919552eb896e455834,Collins Edwin Sports Club,Shittu Hamid,Under 19,Nigeria,1,,4.0,,,4.0,0.8,,,,1.0,,,,,0.384,20.262096774193548,Central Midfielder,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,0.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.55645161290323,15.020161290322582,31.75403225806452,27.116935483870968,82.15725806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
2107,65b4f70064f3999291a9135c,65b4e1408234fe3a9dfa3b48,G12 FC,Shittu Hamid,Under 19,Nigeria,8,,130.0,,,161.0,0.8,,,,0.8074534161490683,,,,,1.2189399585921326,66.02822580645162,Central Midfielder,53.0,11.0,4.0,,,,,,,5.0,1.0,4.0,5.0,4.0,0.0,12.0,0.0,3.0,,6.0,0.0,6.625,0.5,,,0.5,,,0.9166666666666666,0.0,0.6666666666666666,,0.6666666666666666,0.0,,,,,,,,,,,0.0,2.0,0.0,0.0,0.625,0.5,0.0,0.0,0.25,1.375,0.0,0.0,57.76209677419355,60.58467741935484,86.08870967741935,62.701612903225815,63.81048387096774,38.91129032258064,78.42741935483872,42.84274193548387,,,,,,,,,,,,,,,
2852,65af84122aa53f6373555124,65a7aef149c2290478ee7f63,Dominion Hotspurs FC,Shobowale Ademola,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.4973333333333333,88.06818181818183,Left Winger,,,,,,,,,,2.0,1.0,0.0,2.0,,,,0.0,2.0,0.0,1.0,3.0,,0.0,,,,,,,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,2.0,,,0.0,1.0,,,,,,98.86363636363636,,,40.19886363636363,75.85227272727273,43.60795454545455,1.0,96.02272727272727,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.6666666666666666,24.573863636363637,79.4034090909091,32.24431818181818
2441,65b8937a018c3bfa0948d375,65717b2bf6254e61f08e618e,Ikorodu city FC,Shola Adelani,First Team,Nigeria,1,,41.0,,,47.0,1.0,,,,0.8723404255319149,,,,,2.613404255319149,98.26666666666667,Attacking Midfielder,15.0,0.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,,0.0,0.0,15.0,1.0,,,0.0,,,0.0,0.0,0.5,,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,83.46666666666667,96.0,29.86666666666667,27.866666666666667,18.0,36.8,77.86666666666666,98.13333333333333,0.0,39.86666666666667,,,,,,,,,,,,,
2508,65b8937a018c3bfa0948d375,65aae2df7c1f3f9c7c3fda80,Box2Box FC,Shola Adelani,First Team,Nigeria,7,,83.0,,,125.0,1.0,,,,0.664,,,,,1.4356057142857144,80.4,Attacking Midfielder,43.0,5.0,8.0,,,,,,,15.0,4.0,4.0,3.0,4.0,3.0,6.0,2.0,4.0,,6.0,0.0,6.142857142857143,0.5714285714285714,,,1.1428571428571428,,,0.8333333333333334,0.5,0.25,,0.6666666666666666,0.0,,,,,,,,,,,1.0,1.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.0,24.4,62.8,75.06666666666668,61.06666666666667,65.33333333333333,76.93333333333334,69.06666666666666,92.4,0.5714285714285714,93.60000000000001,,,,,,,,,,,,,
2883,66aaae3dd28c11703b6a17a7,66aaa6e6d28c11703b6a171f,Barrier Sports Club and Academy,Shola Sulyman Abdulazeez,Under 21,Nigeria,5,,,,,,0.8,,,,,,,,,0.42400000000000004,79.26136363636364,Left Winger,,,,,,,,,,7.0,2.0,1.0,3.0,,,,0.0,3.0,15.0,5.0,12.0,,0.2,,,,,,,0.0,0.3333333333333333,0.2,0.8,,,,,,,,,,,,,,,,0.6,,,0.0,0.2,,,,,,81.96022727272727,,,40.19886363636363,69.31818181818183,43.60795454545455,0.4,79.54545454545455,4.0,0.0,3.0,0.0,1.0,0.8,1.4,0.0,0.6,0.5833333333333334,68.75,68.4659090909091,73.1534090909091
2354,659acceb6e6fd25aec31c988,63c6f2cd87afbe29714013bc,Fwc Champion Fc,Shom Chibuzo,Under 21,Nigeria,3,,13.0,,,16.0,0.8,,,,0.8125,,,,,0.317,16.33064516129032,Central Midfielder,2.0,1.0,1.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,59.576612903225815,9.979838709677418,31.75403225806452,27.116935483870968,82.15725806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
504,66daaee5b0bc1ed03af29939,65dbb1c0f116cb77dcf9c360,LionHeart Elite Sports Academy,Shounde Gafar,Under 19,Cameroon,1,,11.0,,,12.0,0.7,,,,0.9166666666666666,,,,,1.4711666666666665,38.04034582132565,Right Back,9.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,91.64265129682997,35.590778097982714,71.90201729106627,24.927953890489913,35.158501440922194,89.76945244956772,35.73487031700288,29.394812680115272,43.804034582132566,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,66e72adc2604ad5082ba056b,66b28f88beb16a8ee28b2aab,Kiraa football club,Showunmi Babatunde,Under 19,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,3.0,2.0,,0.0,,,,,,,0.0,0.0,0.0,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,90.95940959409594,,,37.08487084870848,34.87084870848708,41.32841328413284,0.0,38.00738007380074,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.44649446494465,26.199261992619927,32.10332103321033
1136,64cf91b7df8d1855226d8e36,64ced31f37bcb6c2eb870538,Dannaz FC,Shuab Akinwande,Under 21,Nigeria,2,,47.0,,,53.0,0.8,,,,0.8867924528301887,,,,,2.4349433962264153,73.51524879614767,"Center Back,Defensive Midfielder,Right Back",32.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,1.5,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,83.46709470304975,32.66452648475121,43.73996789727127,97.43178170144462,35.63402889245586,19.903691813804173,51.28410914927769,42.45585874799358,79.53451043338684,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,65ddce8c53bb61cee3623aa9,65ddbe941210f28c0e4a5267,Magic Stars FC,Shuaib Abubakar,Under 21,Nigeria,1,,23.0,,,30.0,0.8,,,,0.7666666666666667,,,,,2.5477333333333334,97.33333333333334,Attacking Midfielder,19.0,3.0,0.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,,2.0,0.0,19.0,0.0,,,0.0,,,0.75,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,49.86666666666667,98.93333333333332,29.86666666666667,84.8,58.4,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
105,66a6d7dedeb2810c303ff7a5,66a6d443deb2810c303ff766,Kwara Football Academy,Shuaib Ahmod,Under 21,Nigeria,6,5.0,59.0,3.0,10.0,104.0,0.8,0.8333333333333334,0.5,1.6666666666666667,0.5673076923076923,29.06574394463668,66.26297577854672,53.806228373702425,18.24561403508772,0.6987179487179488,63.1578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,66b2416cf43a5154459127b1,66a82735b0b74f55a5f2a5ca,House of Prayer FA,Shuaib Akeem,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.0,9.323308270676693,Center Forward,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
1820,66b2416cf43a5154459127b1,66a82735b0b74f55a5f2a5ca,House of Prayer FA,Shuaib Akeem,Under 21,Nigeria,2,,27.0,,,43.0,0.8,,,,0.627906976744186,,,,,0.9566821705426357,34.492753623188406,"Defensive Midfielder,Center Back",11.0,2.0,2.0,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,,2.0,0.0,5.5,0.0,,,1.0,,,0.6666666666666666,0.0,0.3333333333333333,,1.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,13.043478260869565,29.71014492753623,33.18840579710145,81.73913043478261,51.59420289855072,33.6231884057971,51.15942028985507,,,,,,,,,,,,,,,,
1802,66b2416cf43a5154459127b1,66a82735b0b74f55a5f2a5ca,House of Prayer FA,Shuaib Akeem,Under 21,Nigeria,3,,20.0,,,34.0,0.8,,,,0.5882352941176471,,,,,1.1265882352941177,39.710144927536234,Defensive Midfielder,21.0,0.0,9.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,,2.0,0.0,7.0,0.0,,,3.0,,,0.0,0.0,1.0,,1.0,0.0,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,8.550724637681158,39.85507246376812,33.18840579710145,81.73913043478261,13.768115942028986,33.6231884057971,87.97101449275362,,,,,,,,,,,,,,,,
3429,65fae174d1b643df8c93194a,65f73cd264ac866512d2e7a4,Future bright football academy,Shuaib Azeez,Under 21,Nigeria,5,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,"Right Winger,Supporting Striker,Left Winger,Right Back",,,,,,,,,,0.0,0.0,0.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,0.0,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0.4,,,0.2,0.2,,,,,,72.87822878228782,,,91.5129151291513,91.88191881918819,41.32841328413284,0.0,38.00738007380074,2.0,0.0,0.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,85.42435424354244,26.199261992619927,32.10332103321033
1069,66cccfdd0aef59c3b5f17c98,66cccddd0aef59c3b5f17c41,Ijebu United FC,Shuaib Muiz,Under 23,Nigeria,1,,23.0,,,26.0,0.9,,,,0.8846153846153846,,,,,2.8876153846153847,84.26966292134831,Center Back,19.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.98555377207063,13.402889245585875,29.534510433386842,82.5040128410915,35.63402889245586,19.903691813804173,66.53290529695025,42.45585874799358,87.07865168539325,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,66aac4a4e2a10957d179c2e8,66aac38cd28c11703b6a1a87,Unicorn FC,Shuaib Mujeeb,Under 21,Nigeria,5,,73.0,,,102.0,0.8,,,,0.7156862745098039,,,,,1.9794834733893556,56.82182985553772,Center Back,51.0,4.0,11.0,2.0,24.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,10.2,0.0,4.8,0.0,2.2,0.4,0.0,0.5714285714285714,0.0,0.75,0.0,0.0,0.0,32.263242375601926,36.51685393258427,58.82825040128411,53.53130016051364,35.63402889245586,64.04494382022472,74.15730337078652,42.45585874799358,49.75922953451043,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,65f103b1e8c7a22179b88a45,65f100683798deb35c6fe81c,Niger Tornadoes U-17,Shuaibu Umar,Under 17,Nigeria,2,,33.0,,,50.0,0.6,,,,0.66,,,,,1.8185999999999998,51.20385232744783,Center Back,21.0,3.0,4.0,2.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,10.5,0.5,8.5,0.0,2.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,19.101123595505616,83.22632423756019,54.01284109149278,82.5040128410915,35.63402889245586,87.56019261637239,95.02407704654897,42.45585874799358,50.88282504012841,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,652434e05ca1cde91866b759,65242cc15ca1cde91866b45d,Fc Bayern World Squad,Siam Yapp,Under 19,Germany,3,,38.0,,,43.0,0.7,,,,0.8837209302325582,,,,,0.9064186046511626,54.13333333333333,Attacking Midfielder,19.0,3.0,4.0,,,,,,,1.0,0.0,2.0,0.0,4.0,0.0,3.0,2.0,0.0,,8.0,0.0,6.333333333333333,0.6666666666666666,,,1.3333333333333333,,,1.0,0.5,0.0,,0.5,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,85.6,64.26666666666667,29.86666666666667,57.733333333333334,84.13333333333334,76.93333333333334,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
2403,66ce231ae00c3ce2e82c3e47,65aecb2d14a09756237abcf3,Osun United FC,Sikiru Durodaye,First Team,Nigeria,1,,3.0,,,3.0,1.0,,,,1.0,,,,,0.18,6.451612903225806,Central Midfielder,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.55645161290323,4.637096774193548,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
11,6697d3f0be9494557deea259,65a5243c9b7a8e25ec135914,Sporting Lagos Football Academy,Silas Odelero,Under 19,Nigeria,1,3.0,41.0,2.0,5.0,42.0,0.7,3.0,2.0,5.0,0.9761904761904762,91.52249134948097,96.19377162629758,98.96193771626297,97.89473684210527,1.8183333333333334,96.14035087719299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,67013d68461e398e94869528,66eb4addeff2d05c8a287e97,FC Basira,Silas Panshak Victor,Under 21,Nigeria,1,0.0,12.0,1.0,0.0,13.0,0.8,0.0,1.0,0.0,0.9230769230769231,8.131487889273355,82.52595155709342,6.920415224913495,90.70175438596492,0.3138461538461539,28.421052631578945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,65ddc98c53bb61cee36239f7,65ddbe941210f28c0e4a5267,Magic Stars FC,Silas Rowland,Under 21,Nigeria,4,,69.0,,,94.0,0.8,,,,0.7340425531914894,,,,,2.3867234042553194,72.23113964686998,Center Back,58.0,3.0,2.0,2.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,14.5,0.0,6.0,0.0,0.5,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,36.11556982343499,83.22632423756019,16.53290529695024,60.91492776886035,35.63402889245586,58.74799357945425,84.75120385232745,42.45585874799358,75.20064205457464,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,6614c7bc2c9f554574904e42,6614afb42c9f554574904da1,Best Stars Academy,Simeon Acha Njong,Under 21,Cameroon,1,,4.0,,,6.0,0.8,,,,0.6666666666666666,,,,,0.9893333333333333,18.940609951845907,Center Back,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.669341894060995,13.402889245585875,29.534510433386842,82.5040128410915,35.63402889245586,19.903691813804173,66.53290529695025,42.45585874799358,18.298555377207062,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,65f8958e06d95aa7af16660f,65e842d1703f40d19478fd82,Utility Sports FC,Simon Abel,Under 21,Nigeria,1,,22.0,,,23.0,0.8,,,,0.9565217391304348,,,,,3.0098550724637683,91.35446685878964,"Right Back,Defensive Midfielder,Right Winger,Center Back",17.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0,1.0,0.0,17.0,1.0,2.0,0.0,5.0,1.0,1.0,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,93.94812680115274,59.94236311239193,93.0835734870317,86.1671469740634,91.06628242074927,24.927953890489913,58.06916426512968,29.394812680115272,87.60806916426513,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,667c746757fd798edcc9a1f2,667c715b57fd798edcc9a16e,Nigeria U17 Men,Simon Cletus Karshe,Under 17,Nigeria,5,,169.0,,,199.0,0.6,,,,0.8492462311557789,,,,,1.6678412060301508,87.46666666666667,"Attacking Midfielder,Central Midfielder",69.0,5.0,11.0,,,,,,,2.0,0.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,,5.0,0.0,13.8,0.4,,,2.2,,,0.8333333333333334,1.0,1.0,,0.8,0.0,,,,,,,,,,,1.0,1.0,0.0,0.0,0.6,0.8,0.4,0.2,0.2,1.0,0.0,0.0,77.60000000000001,93.33333333333333,84.66666666666667,66.93333333333334,65.33333333333333,92.26666666666667,92.80000000000001,90.93333333333334,0.0,39.86666666666667,,,,,,,,,,,,,
999,663b6180da3fe0c048f0a153,663b5c6ada3fe0c048f09d4f,Oyomesi FC,Simon Iduh,Under 21,Nigeria,1,,25.0,,,29.0,0.8,,,,0.8620689655172413,,,,,3.9729655172413803,95.50561797752809,Center Back,21.0,1.0,4.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,76.48475120385233,83.22632423756019,82.18298555377207,21.187800963081862,35.63402889245586,87.56019261637239,99.03691813804173,42.45585874799358,89.64686998394865,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,662f4d899552eb896e45412e,662f4aa09552eb896e4540e0,Alimcity Football Academy,Simon Oji Oche,Under 21,Nigeria,1,,11.0,,,15.0,0.8,,,,0.7333333333333333,,,,,1.6906666666666668,45.90690208667737,Center Back,8.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.79454253611557,13.402889245585875,82.18298555377207,82.5040128410915,35.63402889245586,19.903691813804173,51.28410914927769,42.45585874799358,36.597110754414125,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,659b2511b1ae3ceb19c986a1,659b204a05e4836641080a06,Green Lock FC,Sinbad Isaac,Under 21,Nigeria,2,,32.0,,,37.0,0.8,,,,0.8648648648648649,,,,,1.8865225225225224,58.501440922190206,Right Back,25.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,12.5,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,84.72622478386167,82.27665706051873,22.622478386167145,24.927953890489913,35.158501440922194,24.927953890489913,35.73487031700288,95.53314121037464,66.57060518731988,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,65c11a238764bfc78a065520,658d3dde385c5ca22a38be42,Valiant FC,Sixtus Elegalam,-,Nigeria,3,,87.0,,,110.0,1.0,,,,0.7909090909090909,,,,,3.6353181818181817,99.73333333333333,Attacking Midfielder,63.0,7.0,15.0,,,,,,,5.0,2.0,0.0,1.0,3.0,0.0,8.0,4.0,1.0,,3.0,0.0,21.0,0.0,,,5.0,,,0.875,0.75,0.0,,1.0,0.0,,,,,,,,,,,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,2.3333333333333335,0.0,0.0,57.599999999999994,99.2,70.39999999999999,84.8,67.06666666666666,82.0,33.2,41.86666666666667,0.6666666666666666,94.66666666666667,,,,,,,,,,,,,
4025,659ee7d2472dd636329deeb1,659e70046dedd29c22eacac5,NA Royal FC,Sobaloju Faith,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.0,9.323308270676693,Center Forward ,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
