,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
1851,66e9ea738ef974d20df67b0f,66e9c6638ef974d20df67816,Atlantic Intergral FC,Kehinde Suraju Ola,Under 21,Nigeria,3,,17.0,,,20.0,0.8,,,,0.85,,,,,0.742,25.507246376811594,Defensive Midfielder,13.0,1.0,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,0.0,4.333333333333333,0.0,,,0.6666666666666666,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,72.7536231884058,26.3768115942029,33.18840579710145,26.3768115942029,87.68115942028986,33.6231884057971,24.347826086956523,,,,,,,,,,,,,,,,
190,660c62fdeef0eddcb28dc038,643087f9655c28273f897e8f,KAKAWA FC,Keke Emmanuel,Under 21,Nigeria,2,6.0,60.0,0.0,4.0,67.0,0.8,3.0,0.0,2.0,0.8955223880597015,91.52249134948097,26.124567474048444,65.7439446366782,84.73684210526315,0.3916417910447761,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,66e729972604ad5082ba053d,66b28f88beb16a8ee28b2aab,Kiraa football club,Kekene Bright,Under 19,Nigeria,2,3.0,23.0,3.0,4.0,29.0,0.7,1.5,1.5,2.0,0.7931034482758621,66.26297577854672,92.56055363321799,65.7439446366782,59.122807017543856,0.8605172413793103,71.57894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,65c0b65d8764bfc78a06469e,65c0ac728764bfc78a064638,GBAGADA FC,Kelechi Nwosu,Under 21,Nigeria,6,,210.0,,,247.0,0.8,,,,0.8502024291497976,,,,,3.324016194331984,90.36918138041734,"Center Back,Right Back,Defensive Midfielder",129.0,11.0,22.0,3.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,12.0,2.0,3.0,0.0,1.0,0.0,21.5,0.5,2.6666666666666665,0.0,3.6666666666666665,0.5,0.5,0.9166666666666666,0.5,1.0,0.0,1.0,0.0,73.99678972712681,64.52648475120385,78.892455858748,60.91492776886035,75.04012841091493,87.56019261637239,47.351524879614765,42.45585874799358,91.09149277688604,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,66624c33fe0345419d7e50ee,65b4e1408234fe3a9dfa3b48,G12 FC,Kelechi Oguchi,Under 19,Nigeria,2,,,,,,0.7,,,,,,,,,0.21,44.60227272727273,Left Winger,,,,,,,,,,3.0,1.0,0.0,1.0,,,,0.0,1.0,1.0,0.0,6.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.5,,,0.0,0.5,,,,,,76.5625,,,40.19886363636363,92.04545454545455,43.60795454545455,0.5,85.08522727272727,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.5,24.573863636363637,61.22159090909091,32.24431818181818
1602,65a0721b8113983efc26928d,65717b2bf6254e61f08e618e,Ikorodu city FC,Kelechi Onwe,First Team,Nigeria,2,,75.0,,,81.0,1.0,,,,0.9259259259259259,,,,,3.128888888888889,97.68115942028986,Defensive Midfielder,33.0,1.0,8.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,,2.0,0.0,16.5,0.0,,,4.0,,,0.5,1.0,1.0,,1.0,0.0,,,,,,,,,,,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.5,0.0,0.0,88.98550724637681,89.56521739130436,33.18840579710145,81.73913043478261,37.2463768115942,90.28985507246377,87.97101449275362,,,,,,,,,,,,,,,,
3144,66da3dfcb0bc1ed03af29541,6660cc1a657c4bbf7b78ef12,Jumez International FC,Kelechi Victoria,-,Nigeria,1,,,,,,1.0,,,,,,,,,0.0,8.806818181818182,Left Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.573863636363637,24.289772727272727,32.24431818181818
3608,66fbcdb8d300be4d57da27f5,65d261a3570922a394211296,Ojodu City FC,Kelvin Boma Briggs,Under 21,Nigeria,3,,,,,,0.8,,,,,,,,,0.34400000000000003,73.60902255639098,Center Forward,,,,,,,,,,5.0,1.0,1.0,0.0,,,,0.0,3.0,2.0,1.0,9.0,,0.3333333333333333,,,,,,,0.0,0.6666666666666666,0.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.6666666666666666,,,,,,31.57894736842105,,,37.96992481203007,84.88721804511277,42.18045112781955,0.3333333333333333,75.63909774436091,1.0,0.0,0.0,0.0,2.0,0.3333333333333333,1.6666666666666667,0.0,0.0,0.5555555555555556,87.89473684210526,68.64661654135338,38.27067669172932
3814,65b4f73464f3999291a9136e,65b4e1408234fe3a9dfa3b48,G12 FC,Kelvin Kiogbara,Under 19,Nigeria,6,,,,,,0.7,,,,,,,,,0.17558333333333329,42.70676691729323,Center Forward ,,,,,,,,,,4.0,1.0,0.0,3.0,,,,3.0,4.0,1.0,0.0,9.0,,0.0,,,,,,,0.3333333333333333,0.25,0.0,0.0,,,,,,,,,,,,,,,,0.5,,,0.16666666666666666,0.16666666666666666,,,,,,80.75187969924812,,,76.61654135338345,63.68421052631579,42.18045112781955,0.16666666666666666,69.77443609022556,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.4444444444444444,30.15037593984962,54.13533834586466,38.27067669172932
223,65954ccd317014301ec2b383,6595321228882d68f7af4b39,Isle Of Hope Sports Academy,Kelvin Mbah,Under 21,Cameroon,3,7.0,96.0,0.0,4.0,121.0,0.8,2.3333333333333335,0.0,1.3333333333333333,0.7933884297520661,84.42906574394463,26.124567474048444,42.90657439446367,60.0,0.22347107438016525,21.75438596491228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,66e817002e1ae76dbcc365fb,66e8117d2e1ae76dbcc364fa,Ahudiyannema FC,Kelvin Obinna Chukwu,Under 21,Nigeria,1,,1.0,,,2.0,0.8,,,,0.5,,,,,0.30000000000000004,11.014492753623188,Defensive Midfielder,2.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.492753623188406,15.65217391304348,33.18840579710145,26.3768115942029,13.768115942028986,33.6231884057971,24.347826086956523,,,,,,,,,,,,,,,,
4003,65a26e8af2ce7496a635b7d4,643087f9655c28273f897e8f,KAKAWA FC,Kelvin Okoli,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.0,9.323308270676693,Center Forward ,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
3909,65a26e8af2ce7496a635b7d4,65a01a7c8d3de955dd18a044,FC Ebedei,Kelvin Okoli,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.096,28.421052631578945,Center Forward ,,,,,,,,,,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,3.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,30.15037593984962,76.46616541353384,38.27067669172932
68,669ef70cb7b490eabb346c25,669ef238b7b490eabb346bf2,Legacy Stars FC,Kelvin Onah,Under 21,Nigeria,1,1.0,14.0,1.0,2.0,25.0,0.8,1.0,1.0,2.0,0.56,41.69550173010381,82.52595155709342,65.7439446366782,17.36842105263158,0.9248000000000002,76.14035087719299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,663955bdd2c26bcb77039abe,66395141d2c26bcb770399f3,Ijebu Athletic,Kelvin Salami,Under 21,Nigeria,1,,12.0,,,17.0,0.8,,,,0.7058823529411765,,,,,1.296470588235294,31.12391930835735,Right Back,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,33.71757925072046,35.590778097982714,10.086455331412104,24.927953890489913,35.158501440922194,24.927953890489913,58.06916426512968,29.394812680115272,43.804034582132566,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,66624d62fe0345419d7e512d,65b4e1408234fe3a9dfa3b48,G12 FC,Kelvin Shigawa,Under 19,Nigeria,1,,13.0,,,14.0,0.7,,,,0.9285714285714286,,,,,0.6164999999999999,37.86666666666667,Attacking Midfielder,4.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,4.0,0.0,,,1.0,,,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2,42.8,29.86666666666667,84.8,18.0,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
3547,6662a29bfe0345419d7e53c0,65d8d307bf04d63e496f44df,Glorious Day FC,Kelvin Uche,Under 19,Nigeria,3,,,,,,0.7,,,,,,,,,0.42,82.85714285714286,Center Forward,,,,,,,,,,10.0,3.0,0.0,3.0,,,,1.0,0.0,0.0,0.0,12.0,,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,0.0,,,,,,92.55639097744361,,,93.00751879699249,30.67669172932331,42.18045112781955,1.0,94.3609022556391,0.0,0.0,0.0,1.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.8333333333333334,30.15037593984962,87.36842105263159,38.27067669172932
3818,66a19d290fcf083a7b59da52,65ab9ca6b4d8401f709882e3,Star Builders Football Academy,Kelvin Unenge,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.172,42.18045112781955,Center Forward,,,,,,,,,,1.0,0.0,0.0,1.0,,,,1.0,2.0,1.0,0.0,2.0,,0.0,,,,,,,0.0,0.5,0.0,0.0,,,,,,,,,,,,,,,,0.5,,,0.0,0.5,,,,,,80.75187969924812,,,37.96992481203007,76.69172932330827,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,30.15037593984962,61.503759398496236,38.27067669172932
2813,669d9f36906029bc82a3d360,66629765fe0345419d7e51dd,El Mirado FC,Kenechukwu Mkpas,Under 23,Nigeria,1,,,,,,0.9,,,,,,,,,0.8842500000000001,99.14772727272727,"Left Winger,Right Winger",,,,,,,,,,0.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,4.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.75,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,,,,,,98.86363636363636,,,40.19886363636363,32.38636363636363,98.4375,0.0,34.80113636363637,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,66.19318181818183,24.289772727272727,32.24431818181818
700,65fcc441043ab4ea21f87fc5,65fcc05577b6ca0cc724ea91,Bendel Insurance FC Feeders,Keneddy Ansiem Osemudiame,Under 17,Nigeria,5,,116.0,,,140.0,0.6,,,,0.8285714285714286,,,,,2.503114285714285,80.8955223880597,Left Back,106.0,6.0,10.0,2.0,14.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,8.0,2.0,6.0,10.0,3.0,0.0,21.2,0.2,2.8,0.0,2.0,0.4,0.2,0.75,1.0,1.0,0.3,1.0,0.0,69.1044776119403,52.23880597014925,54.47761194029851,65.97014925373135,90.14925373134328,86.56716417910447,65.07462686567163,84.6268656716418,95.82089552238806,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,6614a0ca2c9f554574904ce5,66148a432c9f5545749047bc,Aljazera Sports Academy Muyuka,Kengfack Afanwi Kingsley,Under 21,Cameroon,1,,14.0,,,28.0,0.8,,,,0.5,,,,,3.2640000000000002,89.7271268057785,Center Back,16.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.902086677367576,83.22632423756019,97.27126805778491,21.187800963081862,35.63402889245586,19.903691813804173,89.96789727126806,42.45585874799358,79.53451043338684,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,6646917f1dc19a09f6135aa4,65a01a7c8d3de955dd18a044,FC Ebedei,Kennedy Usually,Under 21,Nigeria,1,,14.0,,,18.0,0.8,,,,0.7777777777777778,,,,,1.5662222222222222,39.48635634028893,Center Back,6.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,47.03049759229535,83.22632423756019,90.6099518459069,21.187800963081862,90.4494382022472,19.903691813804173,5.617977528089887,42.45585874799358,26.163723916532906,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,65ef95beef0f18ba05a1d264,65ef91c237bc94f3bb8ea22a,Heartland FC U-17,Kenneth Ebo,Under 17,Nigeria,2,,32.0,,,44.0,0.6,,,,0.7272727272727273,,,,,2.2216363636363634,74.02985074626865,Left Back,35.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,17.5,0.5,0.0,0.0,4.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,28.955223880597014,81.49253731343283,86.41791044776119,70.44776119402985,90.14925373134328,24.17910447761194,10.44776119402985,94.92537313432837,84.02985074626865,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,6685bc06cabf7875244a5788,6685b815cabf7875244a566f,Goshen Stars FC,Kenneth Oparah,Under 19,Nigeria,2,,48.0,,,63.0,0.7,,,,0.7619047619047619,,,,,1.0935,57.86290322580645,Central Midfielder,16.0,4.0,7.0,,,,,,,4.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,,0.0,0.0,8.0,0.5,,,3.5,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.29838709677419,68.54838709677419,79.13306451612904,27.116935483870968,82.15725806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
914,66020c6b3d79de8884c786a2,6602048c79436ba1571e4fe7,Bayelsa United U-17,Kenus Godwin,Under 17,Nigeria,2,,3.0,,,9.0,0.6,,,,0.3333333333333333,,,,,0.701,17.01492537313433,Left Back,9.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.5,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6865671641791042,11.791044776119403,72.23880597014926,26.865671641791046,35.97014925373134,24.17910447761194,56.11940298507463,30.29850746268657,25.07462686567164,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,66e9c7868ef974d20df6789f,66e9c6638ef974d20df67816,Atlantic Intergral FC,Khalid Faisal,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.22133333333333335,46.875,Left Winger,,,,,,,,,,2.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,1.0,3.0,,0.0,,,,,,,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.5,85.08522727272727,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6666666666666666,24.573863636363637,79.4034090909091,90.625
1560,65f9a2463b2d056684741baf,65f993898f1530b05b7d519a,Gombe United FC U-17,Khalid Idris,Under 17,Nigeria,1,,1.0,,,1.0,0.6,,,,1.0,,,,,0.288,5.377207062600322,Center Back,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,96.78972712680579,13.402889245585875,7.223113964686998,21.187800963081862,35.63402889245586,87.56019261637239,19.743178170144464,42.45585874799358,6.099518459069021,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,630f70b64564f4d5d7761f6e,630f89c34564f4d5d7761fd3,Lekki United,Khalid Lawal,Under 21,Nigeria,4,,77.0,,,99.0,0.8,,,,0.7777777777777778,,,,,0.7895555555555556,15.85014409221902,Right Back,0.0,5.0,6.0,9.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0,0.0,15.0,3.0,0.0,0.0,0.75,3.75,0.0,1.5,2.25,0.75,0.8333333333333334,1.0,0.0,0.0,0.3333333333333333,0.0,59.798270893371765,59.94236311239193,42.363112391930834,98.55907780979827,91.06628242074927,24.927953890489913,80.40345821325649,29.394812680115272,3.314121037463977,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,66eb4d2aeff2d05c8a287eef,66eb4addeff2d05c8a287e97,FC Basira,Kim Dung Pwajok,Under 21,Nigeria,6,,135.0,,,164.0,0.8,,,,0.823170731707317,,,,,4.175888746255884,97.01492537313433,Left Back,152.0,13.0,27.0,3.0,61.0,0.0,0.0,3.0,10.0,4.0,1.0,10.0,0.0,9.0,0.0,20.0,0.0,6.0,38.0,10.0,0.0,25.333333333333332,1.6666666666666667,10.166666666666666,0.0,4.5,0.5,1.6666666666666667,0.65,0.0,0.5,0.2631578947368421,0.9,0.0,66.11940298507463,40.298507462686565,86.41791044776119,70.44776119402985,35.97014925373134,59.1044776119403,98.2089552238806,81.49253731343283,98.80597014925372,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,65e1337990d7917600e41114,65e128ecb3ea46a7ca46955e,Rivers United U-17,Kingdom Confidence,Under 17,Nigeria,6,,91.0,,,131.0,0.6,,,,0.6946564885496184,,,,,1.0394229007633589,55.04032258064516,Central Midfielder,48.0,4.0,14.0,,,,,,,4.0,1.0,4.0,4.0,4.0,0.0,6.0,3.0,5.0,,5.0,0.0,8.0,0.6666666666666666,,,2.3333333333333335,,,0.6666666666666666,0.3333333333333333,0.6,,0.8,0.0,,,,,,,,,,,1.0,3.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.5,0.6666666666666666,0.0,0.0,22.782258064516128,68.54838709677419,87.70161290322581,66.73387096774194,49.29435483870967,78.62903225806451,76.00806451612904,42.84274193548387,,,,,,,,,,,,,,,
1123,65a92000ac64f330c2fc4389,65a91bc0ac64f330c2fc427f,Ajuwa FA,Kingsley Agbo,Under 21,Nigeria,4,,74.0,,,102.0,0.8,,,,0.7254901960784313,,,,,2.532039215686275,75.60192616372392,Center Back,38.0,5.0,33.0,1.0,14.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,9.5,0.0,3.5,0.0,8.25,0.25,0.0,0.625,0.0,0.8,0.0,0.0,0.0,34.430176565008026,39.24558587479936,99.35794542536117,46.95024077046549,35.63402889245586,67.89727126805778,59.55056179775281,42.45585874799358,46.54895666131621,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,66f14d2a88a1e74e94ca8797,66f14b0988a1e74e94ca8751,Global Peace FC,Kingsley Chinedum,Under 21,Nigeria,2,11.0,32.0,2.0,7.0,40.0,0.8,5.5,1.0,3.5,0.8,99.65397923875432,82.52595155709342,91.86851211072664,61.228070175438596,0.8239999999999998,70.17543859649122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,66b91f89332f1a9791f50bf4,665f9ac2cac1cd1376b7777a,Depros FC,Kingsley Dimkpa,Under 21,Nigeria,1,,7.0,,,11.0,0.8,,,,0.6363636363636364,,,,,1.362909090909091,30.497592295345104,Center Back,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.335473515248793,13.402889245585875,7.223113964686998,21.187800963081862,35.63402889245586,19.903691813804173,84.75120385232745,42.45585874799358,36.597110754414125,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,662a4cdde29dcdb698b2fbde,65edf5f8c1d4f4a38095d87e,B.E ARENA FA,Kingsley Egbai,Under 19,Nigeria,3,,51.0,,,67.0,0.7,,,,0.7611940298507462,,,,,1.6436169154228852,46.68587896253602,Right Back,33.0,2.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,7.0,1.0,0.0,11.0,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.14285714285714285,1.0,0.0,55.04322766570605,44.95677233429395,65.85014409221903,59.221902017291065,35.158501440922194,71.03746397694525,16.282420749279538,64.26512968299711,59.36599423631124,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,66a2caaa4ed45b64809408b5,66a2c4724ed45b648094082d,Grassrunners FC,Kingsley Godday,Under 19,Nigeria,1,,16.0,,,21.0,0.7,,,,0.7619047619047619,,,,,0.8149999999999998,28.405797101449277,Defensive Midfielder,6.0,2.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,1.0,0.0,6.0,0.0,,,4.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,35.65217391304348,32.89855072463768,33.18840579710145,26.3768115942029,87.68115942028986,33.6231884057971,24.347826086956523,,,,,,,,,,,,,,,,
2600,66fb28f9d300be4d57da1cec,65ddbe941210f28c0e4a5267,Magic Stars FC,Kingsley Joseph Uduak,Under 21,Nigeria,2,,18.0,,,29.0,0.8,,,,0.6206896551724138,,,,,0.932551724137931,56.00000000000001,Attacking Midfielder,11.0,4.0,3.0,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,,1.0,0.0,5.5,0.0,,,1.5,,,1.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,14.799999999999999,57.333333333333336,29.86666666666667,84.8,84.13333333333334,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
1365,65fcc47d043ab4ea21f87fd3,65fcc05577b6ca0cc724ea91,Bendel Insurance FC Feeders,Kingsley Omoregie,Under 17,Nigeria,5,,95.0,,,113.0,0.6,,,,0.8407079646017699,,,,,1.507756763590392,36.75762439807384,Center Back,61.0,5.0,5.0,3.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,4.0,0.0,12.2,0.8,3.4,0.0,1.0,0.6,0.8,0.7142857142857143,1.0,0.0,0.0,0.75,0.0,69.34189406099517,46.14767255216694,29.534510433386842,69.58266452648475,90.4494382022472,19.903691813804173,56.5008025682183,42.45585874799358,59.55056179775281,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
